key	text	tooltip
unit_abilities_tooltip_text_wh_main_item_passive_pidgeon_plucker_pendant	The wearer of this bizarre pendant is supernaturally protected against attacks from flying creatures.	true
unit_abilities_onscreen_name_wh2_dlc14_weapon_abilities_sword_of_lyonesse	The Sword of Lyonesse	true
unit_abilities_onscreen_name_wh2_dlc12_lord_passive_adrenaline_rush	Adrenaline Rush	true
unit_abilities_onscreen_name_wh_dlc06_unit_abilities_smoke_bomb	Smoke Bomb	true
unit_abilities_tooltip_text_wh2_dlc09_unit_passive_unbinding_ushabti	Summoned creatures exist in this world on borrowed time, disappearing back to the winds from whence they came.	true
unit_abilities_tooltip_text_wh_pro03_lord_abilities_lord_of_undeath_1	The Lichemaster raises the ancient Wight to do his bidding, but Krell serves Nagash first and foremost...	true
unit_abilities_onscreen_name_wh2_dlc13_weapon_abilities_mace_of_ulumak	Mace of Ulumak	true
unit_abilities_tooltip_text_wh_dlc04_unit_passive_strength_of_the_penitent	As the final battle between good and evil looms, the flagellants ready to embrace death. The time is near; the end is nigh!	true
unit_abilities_onscreen_name_wh_dlc07_lord_passive_mist_of_the_lady	Mist of the Lady	true
unit_abilities_tooltip_text_wh2_dlc17_unit_passive_greater_aura_of_madness	Those that look upon the Jabberslythe for too long will suffer insanity, even causing injury to themselves in desperation of escape. 	true
unit_abilities_onscreen_name_wh_pro03_unit_passive_unbinding_krell_upgraded	Unbinding	true
unit_abilities_onscreen_name_wh2_dlc09_unit_passive_unbinding_ushabti	Unbinding	true
unit_abilities_tooltip_text_wh2_dlc17_unit_passive_strength_from_flesh	A frequent gorging on the enemy’s battle lines leads to this one’s flesh flushing red as its wounds reknit themselves.	true
unit_abilities_onscreen_name_wh2_dlc11_spell_deep_tidecall	Tidecall	true
unit_abilities_tooltip_text_wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	The Warrior Priest implores Sigmar to imbue him with a modicum of divine strength, and now his hammer glows bright with power!  	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_aura_of_madness	Aura of Madness	true
unit_abilities_onscreen_name_wh2_main_character_abilities_volley_of_high_arrows	Volley of High Arrows	true
unit_abilities_tooltip_text_wh_dlc08_quest_abilities_soul_binding	Any creature that gets close enough forfeits its lifeforce, which the Terrorgheist uses to bind its Unliving minions to its will.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_passive_fiery_rebirth	Fiery Rebirth	true
unit_abilities_onscreen_name_wh2_dlc16_lord_passive_ashen_fields	Ashen Fields	true
unit_abilities_onscreen_name_wh2_dlc13_character_ability_hunters_call	Hunter's Call	true
unit_abilities_tooltip_text_wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin	As the Runelord hammers upon the Anvil of Doom he shapes the Rune of Wrath & Ruin, causing the earth to crack and vent forth fire and sulphur.	true
unit_abilities_tooltip_text_wh_dlc15_quest_passive_primal_rage	Each blow and every move only serve to make it a stronger and less-forgiving opponent.	true
unit_abilities_tooltip_text_wh_main_banner_passive_the_screaming_banner	The squalling wails emanating from the folds of this tattered standard recall untold horrors. Foes who hear it beg for the release of their tormented souls.	true
unit_abilities_tooltip_text_wh2_dlc10_quest_passive_primal_rage	Each blow and every move only serve to make the Carnosaur a stronger and less-forgiving opponent.	true
unit_abilities_onscreen_name_wh_dlc06_lord_abilities_tricksy_traps	Tricksy Traps	true
unit_abilities_tooltip_text_wh2_dlc09_character_passive_true_blessing_of_asaph	Whenever Khalida awakens, the power of the Asp Goddess floods her body, infusing life and power into her mummified remains so that she may defeat her enemies.	true
unit_abilities_tooltip_text_wh_dlc04_spell_vampires_wind_of_death_helman	The Wizard calls forth spectral winds that howl through the enemy ranks, tearing their souls from their bodies.	true
unit_abilities_onscreen_name_wh2_dlc15_weapon_abilities_star_lance	Star Lance	true
unit_abilities_tooltip_text_wh2_dlc10_item_passive_dragon_slayers_fang	An amulet made of a Dragon's fang is a reminder that no matter how vicious the beast, it *will* fall.	true
unit_abilities_onscreen_name_wh_main_spell_light_net_of_amyntok	Net of Amyntok	true
unit_abilities_onscreen_name_wh2_dlc12_unit_abilities_drop_rocks_of_chotec	Drop Rocks of Chotec	true
unit_abilities_onscreen_name_wh_dlc06_unit_abilities_skyhammer_bomb	Skyhammer Bomb	true
unit_abilities_tooltip_text_wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik	An invisible aura of horror surrounds the Wizard’s allies. Only the bravest foes now stand before them.	true
unit_abilities_tooltip_text_wh_dlc03_hero_passive_strength_of_the_land_i	The herd waits, allowing the enemy to come to them. Nature is their defence, as man will soon find out.	true
unit_abilities_tooltip_text_wh2_main_faction_abilities_murderous_prowess	Slaughter! There is no greater glorification of Khaine, the God of Murder, and no more popular form of worship amongst the Dark Elves. It is through killing that Dark Elves rise above other beings. Once engulfed in enough bloodshed, they will often feel their murderous prowess increase, as if Khaine himself was guiding the blades of his disciples.	true
unit_abilities_onscreen_name_wh2_dlc09_character_abilities_strike_of_tombs	Tombstrike	true
unit_abilities_tooltip_text_wh2_main_army_abilities_sky_cauldron	Using Dark Magic, the crones hurl a blood-filled cauldron at the foe from the Black Ark’s deck. Its impact is devastating, as the blood within is a foul, corrosive brew.	true
unit_abilities_onscreen_name_wh2_main_weapon_passive_destroyer	Destroyer	true
unit_abilities_tooltip_text_wh_dlc05_unit_abilities_woven_mist	The Wardancer threads and loops, contorting to create an ethereal fabric that turns aside arrows and bolts.	true
unit_abilities_tooltip_text_wh_main_spell_vampires_vanhels_danse_macabre_upgraded	Friendly targets are filled with magical energy, making them even more aggressive!	true
unit_abilities_tooltip_text_wh2_dlc14_unit_passive_unbinding_eshin_triads_ror	Summoned creatures exist in this world on borrowed time, disappearing back to the Winds from whence they came.	true
unit_abilities_onscreen_name_wh2_dlc17_unit_passive_primal_fury_upgraded	Primal Fury Upgraded	true
unit_abilities_tooltip_text_wh_main_spell_lil_waaagh_vindictive_glare_upgraded	Green bolts of purest spite burst forth from the Shaman and streak towards the enemy.	true
unit_abilities_tooltip_text_wh_main_lore_passive_roiling_skies	Spells from the Lore of Heavens manipulate the ethers of the skies, buffeting and pummelling winged creatures. 	true
unit_abilities_onscreen_name_wh2_main_spell_dark_magic_soul_stealer	Soul Stealer	true
unit_abilities_onscreen_name_wh_dlc08_weapon_abilities_sword_of_torgald	Sword of Torgald	true
unit_abilities_tooltip_text_wh2_dlc15_unit_abilities_mimic_grand_hammer_of_faith	Zealotry is another tool to be wielded by the disciplined; an application of ardour and devotion most precisely tuned towards victory!\\n\\n[[col:magic]]This ability is being mirrored using knowledge gained from a prisoner interrogation in Athel Tamarha.[[/col]]	true
unit_abilities_tooltip_text_wh_dlc07_hero_passive_sacred_guardian	“None shall pass!”	true
unit_abilities_tooltip_text_wh2_dlc16_item_abilities_berry_wine	The forest’s magical berries yield an intoxicating yet rejuvenating brew, potent enough in a single acorn cup to manifest its desired effects.	true
unit_abilities_tooltip_text_wh2_dlc11_army_abilities_zhufbar_42_pounders	"There… Let's see what he has to say to this 'ere pair o'beauties!"	true
unit_abilities_onscreen_name_wh2_main_character_abilities_swiftness_of_itzl	Swiftness of Itzl	true
unit_abilities_tooltip_text_wh_dlc08_spell_shadow_pit_of_shades_kihar	The spellcaster opens a vortex leading into the Pit. Anything caught within it will be lost forever.	true
unit_abilities_onscreen_name_wh2_main_character_abilities_black_lotus	Black Lotus	true
unit_abilities_onscreen_name_wh2_main_army_abilities_vauls_hammer	Vaul's Hammer	true
unit_abilities_tooltip_text_wh2_main_character_passive_fallen_mages	do not translate	true
unit_abilities_onscreen_name_wh_main_lore_passive_roiling_skies	Roiling Skies	true
unit_abilities_tooltip_text_wh_main_item_abilities_silver_horn_of_vengeance	When winded, the Silver Horn sounds a clear note that brings hope to Dwarfs and foreboding doom to the enemy.  	true
unit_abilities_tooltip_text_wh2_dlc09_item_abilities_neferras_scrolls_of_mighty_incantations	These eight magical scrolls, containing the sum total of Neferra's lifetime of learning, can whip up an unstoppable hurricane of power to crush the foe.	true
unit_abilities_onscreen_name_wh_main_unit_passive_unbinding_zombie	Unbinding	true
unit_abilities_onscreen_name_wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	Grand Hammer of Sigmar	true
unit_abilities_onscreen_name_wh2_dlc15_character_abilities_burp_of_grom_0	Burp of Grom	true
unit_abilities_onscreen_name_wh2_main_spell_ruin_scorch	Scorch	true
unit_abilities_onscreen_name_wh2_main_item_passive_circlet_of_iron	Circlet of Iron	true
unit_abilities_tooltip_text_wh2_dlc11_spell_deep_krakens_pull	Few have the strength to break free once the Kraken has them within its horrid, betentacled grasp.	true
unit_abilities_tooltip_text_wh_dlc15_unit_passive_unbinding_rogue_idol	Summoned creatures exist in this world on borrowed time, disappearing back to the Winds from whence they came.	true
unit_abilities_tooltip_text_wh2_main_spell_dark_magic_power_of_darkness	The caster draws on unstable power from the Realm of Chaos to charge their spells.	true
unit_abilities_onscreen_name_wh2_dlc15_unit_abilities_mimic_feint_and_riposte	Mirror (Feint & Riposte)	true
unit_abilities_tooltip_text_wh_dlc03_lord_passive_crush_the_weak	When caught within radius of Todbringer, those enemies whose morale is already weak must face further penalties to their melee abilities.	true
unit_abilities_onscreen_name_wh_dlc06_lord_passive_wurrzags_revenge	Wurrzag's Revenge	true
unit_abilities_onscreen_name_wh_main_spell_bound_piercing_bolts_of_burning	Piercing Bolts of Burning	true
unit_abilities_tooltip_text_wh2_dlc10_lord_passive_blood_frenzy	The Bride of Khaine is a consummate murderer; as she reaps the blood, her desire for further slaughter intensifies.	true
unit_abilities_onscreen_name_wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	Ptra's Incantation of Righteous Smiting Upgraded	true
unit_abilities_onscreen_name_wh_pro03_lord_abilities_lord_of_undeath_2	Lord of Undeath	true
unit_abilities_onscreen_name_wh2_dlc16_unit_abilities_acidic_musk_glands	Acidic Musk Glands	true
unit_abilities_tooltip_text_wh2_dlc11_character_abilities_avast_ye	"Now listen up and listen good, yer salty sea-dogs…"	true
unit_abilities_tooltip_text_wh2_main_character_abilities_volley_of_dark_arrows	By which an unexpected shower of pointy death rains down upon the unfortunate targets. Ouch!	true
unit_abilities_tooltip_text_wh_main_item_abilities_crown_of_command	The Crown of Command has been worn in countless battles. Its wearer is given great authority, instilling in his subjects an unbreakable courage.	true
unit_abilities_tooltip_text_wh2_main_item_abilities_rival_hide_talisman	Wearing the stitched hides of enemies slain through treachery is believed to attract the favour of the Horned Rat.	true
unit_abilities_tooltip_text_wh2_dlc11_character_abilities_ballistic_enchantment	These particular balls give the shooter a magical advantage over their targets.	true
unit_abilities_onscreen_name_wh_main_lord_passive_the_blessing_of_the_lady	The Blessing of the Lady	true
unit_abilities_tooltip_text_wh2_dlc15_lord_abilities_da_boss_loons	Force-feeding madness-inducing fungus brew to your minions can be advantageous but risky, with wholly unpredictable results.	true
unit_abilities_tooltip_text_wh_main_spell_fire_fireball_upgraded	The Wizard conjures a boiling ball of magical flame and hurls it at a nearby foe.	true
unit_abilities_tooltip_text_wh2_dlc15_character_abilities_fishy_breathe	They say gobbo gingivitis is the number one cause of their bad breath, but in some cases such afflictions can be appropriately weaponised!	true
unit_abilities_tooltip_text_wh2_dlc10_lord_abilities_gaze_of_khaine	Those who fall under the glare of Hellebron share her lust and rage.	true
unit_abilities_tooltip_text_wh_dlc04_spell_bound_shield_of_faith_upgraded	The Warrior Priest’s faith manifests in the form of a shield as hard as castle-forged steel. 	true
unit_abilities_onscreen_name_wh2_dlc10_spell_bound_lesser_doombolt	Lesser Doombolt	true
unit_abilities_tooltip_text_wh2_main_spell_bound_ring_of_corin	Fingers of light seep into enemy armour, attacking its wearers.	true
unit_abilities_tooltip_text_wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	When cast, this spell enfeebles enemy minds; they feel the crushing weight of reality bearing down upon them.	true
unit_abilities_tooltip_text_wh2_main_lore_passive_spiteful_conjuration	An aura of Dark Magic conjures black darts of malice that flit through the air to pierce victims of the spellcaster’s spite.	true
unit_abilities_onscreen_name_wh2_dlc12_lord_abilities_drop_sphere_of_tepok	Drop Sphere of Tepok	true
unit_abilities_onscreen_name_wh_dlc05_spell_life_the_dwellers_below	The Dwellers Below	true
unit_abilities_tooltip_text_wh2_dlc16_hero_passive_loyal_guardian	Loyalty is a simple concept to a Skaven Chieftain – they serve whoever values loyalty the most!	true
unit_abilities_onscreen_name_wh_dlc04_spell_vampires_vanhels_danse_macabre_helman	Vanhel's Danse Macabre	true
unit_abilities_onscreen_name_wh2_dlc16_character_abilities_pageant_of_shrikes	Pageant of Shrikes	true
unit_abilities_tooltip_text_wh2_main_hero_abilities_doomrocket	Built with secrets stolen from the mysterious east, Warlock Engineers seek to improve the propulsion and payload of these devastating weapons.	true
unit_abilities_onscreen_name_wh2_main_item_abilities_aura_of_quetzl	Aura of Quetzl	true
unit_abilities_tooltip_text_wh_dlc08_spell_fire_fireball_kihar	The Wizard conjures a boiling ball of magical flame and hurls it at a nearby foe.	true
unit_abilities_tooltip_text_wh_main_spell_fire_fireball	The Wizard conjures a boiling ball of magical flame and hurls it at a nearby foe.	true
unit_abilities_tooltip_text_wh2_dlc14_lord_abilities_tzarkan_snikch	The Deathmaster’s Daemon-possessed Weeping Blades now appear to have a malevolent mind of their own – Snikch needs only to succumb to their influence…	true
